Gene ID,Gene Name,proliferating embryo Ce,elongating embryo Ce,fully-elongated embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce,newly molted young adult hermaphrodite Ce,adult Ce,L2d-dauer molt Ce,dauer larva Ce,post dauer stage Ce
WBGene00044631,bus-18,3,54,15,0.1,6,9,1,0.3,0.1,0.6,0.4,0.3
WBGene00044633,F54H12.7,0.7,3,1,0.1,,6,7,14,3,0.3,0.3,0.1
WBGene00044634,C29E4.14,,,,0.3,,4,8,5,0.5,,,
WBGene00044636,B0393.9,1,5,11,17,10,9,6,11,5,44,19,9
WBGene00044637,rft-1,1,0.7,5,4,4,8,4,5,2,4,2,4
WBGene00044638,F23A7.8,5397,2,13,0.3,2,270,440,185,1372,220,121,159
WBGene00044639,C24H12.12,2,1,1,0.2,,0.1,0.7,0.3,0.9,,,
WBGene00044640,B0432.14,2,3,7,56,13,6,5,2,2,22,36,28
WBGene00044641,T01D1.8,3,72,16,0.4,5,7,5,1,0.6,9,2,3
WBGene00044643,H17B01.5,0.6,,5,99,9,2,1,0.3,2,51,156,104
WBGene00044644,B0205.13,0.3,,2,4,7,6,10,2,2,2,0.8,2
WBGene00044645,Y51H7BR.8,0.2,0.3,2,0.4,0.9,0.7,0.1,,0.1,2,2,0.8
WBGene00044646,B0205.14,,,0.2,1,1,3,1,0.9,3,0.5,0.2,0.3
WBGene00044648,R144.13,19,40,20,21,22,18,11,12,11,15,23,13
WBGene00044649,C23H5.11,0.2,0.9,2,1,1,0.4,0.4,0.3,0.2,18,37,11
WBGene00044650,Y71G10AR.4,55,20,29,171,32,18,8,25,32,37,73,41
WBGene00044651,egrh-3,48,40,26,32,12,6,10,20,65,14,14,13
WBGene00044653,T13F3.9,,0.1,,0.5,,0.1,0.1,0.2,,,0.2,
WBGene00044654,fbxa-85,2,0.6,3,4,2,1,1,1,0.2,2,1,2
WBGene00044655,fbxa-194,0.1,,0.4,,0.2,0.3,,0.2,,0.6,0.5,0.4
WBGene00044658,C01G10.17,,,,,,9,,0.2,0.7,2,0.1,
WBGene00044659,fbxa-142,,,,0.4,0.1,0.1,,,,4,4,3
WBGene00044661,fbxa-143,1,0.2,1,0.5,1,0.4,0.5,0.6,0.1,0.5,0.1,0.6
WBGene00044662,F26G1.9,1,6,28,0.3,16,2,5,0.5,0.1,16,1,0.4
WBGene00044663,F26G1.10,0.4,5,7,8,2,2,2,0.6,,4,2,4
WBGene00044664,F59A6.11,0.4,0.1,0.2,0.3,,,,,0.1,,,
WBGene00044665,F59A6.12,,,,,,0.2,0.9,28,12,,,
WBGene00044666,F33G12.7,26,37,14,4,17,22,21,24,22,23,18,25
WBGene00044667,ZK622.5,0.1,,,0.4,1,4,4,5,2,7,9,9
WBGene00044668,C18A3.11,,0.1,0.3,,,,,,,,,
WBGene00044669,T28D9.12,,,0.5,2,0.6,0.5,0.4,,,0.2,0.7,0.5
WBGene00044672,fbxa-4,0.9,1,2,2,3,5,2,2,0.8,4,4,4
WBGene00044673,C07D10.6,2,6,2,0.1,0.5,0.3,0.7,,0.4,1,2,0.6
WBGene00044674,B0280.17,,,,,,0.2,0.2,0.1,0.1,,,
WBGene00044675,fbxa-76,2,3,4,11,4,4,2,3,1,2,3,2
WBGene00044676,fbxa-42,2,8,0.8,0.1,,0.2,0.9,2,0.3,2,0.3,0.1
WBGene00044677,ZK353.10,,0.2,5,8,8,2,4,2,0.6,20,32,23
WBGene00044678,B0303.16,,,0.5,3,0.3,0.4,0.5,0.3,,2,0.9,0.2
WBGene00044679,K02B12.9,0.8,0.4,3,0.8,8,4,4,2,0.5,22,8,5
WBGene00044680,F30A10.13,,,3,0.3,0.7,0.6,4,16,8,,0.1,
WBGene00044681,T24C4.8,0.6,3,4,2,3,3,1,1,0.3,2,2,2
WBGene00044683,C36E6.8,0.1,,0.3,,,2,26,5,0.3,,0.1,
WBGene00044684,T08G11.2,,,0.2,0.4,,2,7,6,3,0.3,0.5,0.6
WBGene00044686,flp-28,2,2,38,108,52,49,87,47,28,194,296,258
WBGene00044687,B0563.9,,,0.8,,,1,,1,0.4,4,8,8
WBGene00044689,arid-1,33,17,14,12,7,4,3,13,48,6,4,4
WBGene00044690,M02B7.7,8,6,4,0.9,2,3,4,5,9,6,3,4
WBGene00044692,fbxb-91,27,7,2,,,,0.2,0.4,3,,,
WBGene00044693,fbxb-92,11,0.3,0.7,,,,,0.1,0.7,,,
WBGene00044694,fbxb-90,19,0.3,0.7,,,,,,2,,,
WBGene00044696,F52E1.14,0.8,11,10,22,55,130,75,180,127,3,4,15
WBGene00044697,poml-4,0.1,0.3,0.3,6,1,1,0.2,0.7,0.2,4,1,0.9
WBGene00044698,K09F5.6,19,66,95,102,27,6,2,1,3,12,10,9
WBGene00044699,nhr-286,2,3,4,5,4,4,1,3,1,5,5,4
WBGene00044701,AH9.6,0.1,0.2,15,20,9,2,2,0.9,0.4,12,14,10
WBGene00044705,T22F3.12,0.7,0.4,5,1,1,0.4,0.2,0.5,0.2,0.3,0.2,1
WBGene00044707,F22G12.7,,0.2,0.8,0.5,0.9,0.9,0.6,0.9,0.1,,,0.1
WBGene00044708,C17H1.13,,,,0.3,0.2,,,,,0.1,0.3,
WBGene00044709,C17H1.14,,,0.4,0.4,,0.1,0.1,,0.1,0.1,,
WBGene00044711,C17H1.11,,,,0.1,,,,,,,,
WBGene00044712,F22G12.8,,,0.7,0.3,2,1,1,0.8,0.2,,,0.2
WBGene00044718,T20D4.20,,,,,0.8,1,0.8,,,0.1,,0.3
WBGene00044719,clec-172,,,,,2,6,2,2,3,0.5,,0.2
WBGene00044720,Y53F4B.42,6,3,2,4,2,2,3,4,4,3,6,3
WBGene00044723,K11H12.11,0.8,8,16,0.8,5,4,2,1,0.4,0.4,0.2,
WBGene00044724,R02E4.3,5,3,213,2,139,74,753,16,4,158,2,2
WBGene00044725,R11G1.7,24,107,26,0.7,3,6,2,1,5,2,2,0.2
WBGene00044726,Y53F4B.43,5,3,2,0.4,0.7,0.1,0.5,0.8,0.4,0.1,0.2,0.1
WBGene00044732,T03G11.10,0.5,,4,11,3,0.8,0.7,0.4,0.2,6,8,5
WBGene00044733,W08F4.13,5,2,0.9,0.2,,,,,0.4,,,
WBGene00044736,gfrp-1,5,11,23,13,19,12,19,6,4,50,28,18
WBGene00044737,ttr-45,1,6,18,25,39,32,87,99,182,104,57,38
WBGene00044738,folt-3,,,0.8,0.8,,0.6,0.6,0.4,0.1,2,2,1
WBGene00044741,Y57G11C.52,,,0.4,0.9,0.1,1,4,3,0.6,0.2,0.2,
WBGene00044742,Y55F3BR.10,1,3,4,6,3,2,0.5,5,4,5,17,7
WBGene00044743,C35B8.4,3,23,45,15,18,11,12,6,4,55,22,17
WBGene00044744,F10G7.12,,,0.4,0.7,,7,8,4,2,,,
WBGene00044745,Y62E10A.20,6,15,8,4,9,11,5,9,8,9,7,7
WBGene00044746,C53H9.3,55,44,20,1,24,60,124,41,60,39,9,15
WBGene00044753,F49H12.7,,,0.6,2,,0.2,0.5,0.8,0.3,0.8,4,0.9
WBGene00044754,Y119C1B.12,,,0.8,0.5,1,0.5,0.1,0.2,,0.1,,
WBGene00044755,C32D5.14,,,0.5,2,,,,,,0.1,0.3,0.1
WBGene00044756,F58F12.4,6,142,25,0.5,4,4,9,4,0.8,4,4,3
WBGene00044757,Y55F3BR.11,0.3,3,2,12,4,5,3,4,3,1,0.9,2
WBGene00044758,Y37H2A.12,4,0.7,1,0.1,1,6,2,10,7,3,5,3
WBGene00044759,T06E6.15,,2,2,3,1,0.8,0.2,0.3,0.2,0.3,0.4,0.5
WBGene00044760,Y71H2AM.25,2,1,3,1,0.1,0.2,0.6,0.5,0.4,2,0.1,
WBGene00044761,Y82E9BR.23,1,19,28,9,13,6,6,2,0.6,32,28,22
WBGene00044762,ZK688.11,29,74,41,29,12,14,13,19,9,25,37,32
WBGene00044763,ZK688.12,0.5,,0.4,0.5,0.6,2,4,6,1,0.9,0.2,0.3
WBGene00044767,T23B7.3,3,3,31,30,7,5,5,3,4,18,13,16
WBGene00044770,C53C11.5,12,95,24,9,11,13,11,5,5,14,5,7
WBGene00044771,T23E7.5,0.9,12,11,6,1,0.3,0.4,0.3,0.1,4,5,2
WBGene00044772,T23E7.6,0.1,13,3,1,19,36,3,2,58,90,55,103
WBGene00044773,C08A9.10,0.4,,0.4,0.1,,0.4,5,29,35,,0.3,0.3
WBGene00044774,F16B3.3,1,11,24,20,10,4,2,2,1,24,12,13
WBGene00044775,ZK1290.15,,,,,,,,,,,,
WBGene00044776,T02B11.8,0.7,5,10,13,9,10,7,6,4,16,13,23
WBGene00044777,T02B11.9,,,,,0.1,1,7,4,2,,0.1,
WBGene00044778,K09C6.10,,,,0.1,,,,,,,,
WBGene00044779,T10H9.8,1,,14,23,3,9,3,10,4,62,47,28
WBGene00044780,F18E9.8,0.2,,1,0.5,0.7,,,,,0.5,0.3,0.4
WBGene00044783,T26H5.10,,,0.4,0.2,0.1,3,1,2,0.6,0.3,,
WBGene00044784,F13H10.8,63,122,74,95,82,133,97,80,80,69,54,45
WBGene00044785,F47E1.5,2,47,18,0.9,4,0.8,0.7,0.2,0.4,1,0.3,0.4
WBGene00044786,ZK1053.7,,,0.1,0.1,,,,,,,,
WBGene00044787,C54D10.12,,,0.3,0.5,0.3,0.1,0.2,0.3,,4,0.6,0.5
WBGene00044788,ttr-38,,,0.6,2,2,0.9,2,2,0.8,2,1,2
WBGene00044789,T07A9.14,15,72,26,9,31,36,24,53,39,36,30,55
WBGene00044790,clec-224,,,0.5,2,2,1,1,0.1,0.3,3,3,2
WBGene00044791,bnc-1,,,,0.1,0.9,1,0.8,0.6,0.2,2,2,0.7
WBGene00044792,F59C6.14,0.6,5,27,6,12,18,8,6,1,5,0.6,1
WBGene00044795,C06H5.8,3,0.5,3,3,1,3,3,3,1,3,2,2
WBGene00044796,W03D8.11,0.5,5,11,,6,4,1,0.2,0.2,,,
WBGene00044797,F13E9.13,5,16,5,6,4,5,4,1,0.7,0.8,0.3,0.8
WBGene00044798,tbx-43,11,0.1,0.7,0.9,,,0.1,0.3,5,,,
WBGene00044799,ZK686.6,0.5,0.6,0.6,3,0.3,0.5,0.6,0.9,0.3,0.6,1,0.8
WBGene00044803,C02G6.3,0.4,4,23,3,14,6,3,1,0.4,1,0.5,0.4
WBGene00044805,Y53C10A.15,,,,,,0.4,0.9,1,0.6,,,
WBGene00044807,T19H5.6,0.3,5,9,0.5,2,3,1,2,0.7,2,0.4,0.5
WBGene00044810,Y37E3.19,0.5,,0.1,0.3,,2,9,3,2,0.1,0.1,
WBGene00044811,F12E12.11,2,0.2,1,0.4,2,2,3,2,2,7,3,2
WBGene00044889,T10D4.14,,,,,,,,,,,,
WBGene00044891,T07C4.12,37,17,11,7,7,8,8,23,24,16,16,17
WBGene00044892,clec-257,,,,1,,,0.2,,,,,
WBGene00044894,Y71F9AR.4,23,19,10,1,18,17,17,22,16,18,10,12
WBGene00044895,R06A10.5,1,0.2,1,0.5,,0.7,2,1,0.3,2,0.7,0.8
WBGene00044896,K12C11.5,0.1,,,,,0.7,2,2,2,,,
WBGene00044897,M01D7.9,6,0.3,1,,,0.1,0.4,,0.4,0.1,,
WBGene00044898,T21G5.6,2,11,33,3,36,31,12,13,5,26,2,1
WBGene00044900,cnc-11,,,4,10,4,0.4,,,1,7,36,8
WBGene00044901,Y41G9A.10,1,3,4,3,2,4,1,3,6,374,164,168
WBGene00044903,K03H1.13,11,15,9,0.9,4,5,3,7,5,2,3,2
WBGene00044906,Y67A10A.11,,,0.4,0.1,0.3,0.2,0.3,0.1,0.1,0.1,0.2,0.1
WBGene00044908,F38A1.15,0.8,0.4,0.8,0.2,,0.1,0.2,0.1,0.1,,,
WBGene00044911,H38K22.6,,,,,,0.6,5,4,1,,,
WBGene00044912,H38K22.7,,,,,,1,2,3,0.8,,,
WBGene00044916,F40F8.11,60,44,25,16,21,21,12,49,59,18,27,17
WBGene00044917,F40F8.12,0.1,0.1,1,0.1,0.2,0.2,,0.2,0.3,0.4,0.4,
WBGene00044921,F53C11.9,1,14,23,4,57,20,12,7,9,77,102,42
WBGene00044922,Y43C5A.7,,1,7,2,3,6,9,4,3,116,42,31
WBGene00044924,M106.7,78,54,28,20,34,20,17,36,37,35,29,24
WBGene00044949,Y49A10A.2,24,168,43,13,7,5,4,4,4,9,7,8
WBGene00044953,D2096.13,,,,,,,0.1,2,0.8,,,
WBGene00044977,F56C4.4,0.1,0.7,5,14,4,2,2,2,0.6,12,22,10
WBGene00044978,F58D2.3,4,4,0.9,0.2,,,,,0.1,1,0.6,0.2
WBGene00044979,Y41E3.19,0.2,0.6,0.5,0.2,,0.6,0.7,2,1,0.2,1,0.1
WBGene00044987,K07A1.17,85,11,19,1,5,23,16,62,63,16,28,16
WBGene00044988,W01A8.8,1,10,6,8,10,13,8,14,5,41,21,21
WBGene00044989,Y37A1B.17,14,32,33,47,26,22,7,8,14,18,13,11
WBGene00044990,T25B9.11,0.5,0.8,3,2,4,3,2,3,0.7,3,5,3
WBGene00044991,T25B9.12,0.1,0.2,3,2,0.8,1,1,1,0.4,4,2,1
WBGene00044998,M199.9,,,,,,,2,0.1,38,,,
WBGene00045013,F08A7.1,,,6,6,4,6,4,4,2,13,20,12
WBGene00045024,C43F9.11,0.1,,5,,4,1,4,0.4,,3,0.6,
WBGene00045036,K08E4.7,0.2,,0.1,0.1,,4,1,2,0.3,0.6,0.4,0.4
WBGene00045038,F13G11.3,,0.1,0.3,,,3,15,141,123,,0.2,
WBGene00045048,D1007.19,0.8,0.1,2,4,2,2,3,1,3,2,3,1
WBGene00045050,ZC15.10,0.4,0.4,10,2,2,2,0.8,0.8,0.4,2,1,2
WBGene00045052,K12C11.6,3,8,25,1,12,15,19,10,10,49,21,16
WBGene00045053,K12C11.7,1,3,12,1,3,9,13,5,3,28,15,11
WBGene00045056,F13H10.9,2,10,5,10,3,0.7,0.5,1,0.5,4,4,4
WBGene00045058,gadr-5,13,2,0.9,2,0.5,0.5,0.4,0.9,2,0.6,1,1
WBGene00045060,F55B11.7,,,,,,0.7,1,2,0.1,,,
WBGene00045061,Y57G11B.8,,,,,,,,2,0.3,,,
WBGene00045063,Y37A1A.4,7,35,27,2,7,8,5,3,3,10,7,4
WBGene00045067,F07C6.6,,,,0.2,,1,1,1,0.1,,,
WBGene00045069,C08F11.17,,,,,,,,,,0.1,0.1,1
WBGene00045078,C46C2.7,13,28,13,4,12,9,6,16,8,8,5,6
WBGene00045096,K01A6.7,0.1,0.5,4,8,6,3,8,0.9,0.9,82,47,79
WBGene00045101,C35D6.13,,,0.1,,,0.1,,,,,0.2,0.1
WBGene00045103,T09E11.12,,,,,,,,,,,,
WBGene00045108,H01G02.4,0.1,0.1,0.4,0.3,,0.7,1,1,0.1,0.2,0.2,0.2
WBGene00045122,F22B3.10,,,,0.2,,0.1,,0.1,,,,
WBGene00045128,Y116A8C.49,,,,,,,,,,,,
WBGene00045144,Y64G10A.10,3,,0.2,,,,,,,,,
WBGene00045146,Y41E3.22,1,,11,2,10,6,25,4,2,10,3,0.8
WBGene00045177,T21D12.14,,0.1,5,1,38,27,17,5,3,19,0.3,0.4
WBGene00045178,fipr-27,,,,,0.1,,0.3,,0.3,,,
WBGene00045180,K07F5.17,,,,,,0.2,,2,,,,
WBGene00045183,T28C6.10,5,9,1,3,0.2,2,0.7,0.4,0.4,13,10,6
WBGene00045190,R01H2.8,2,49,21,2,1,1,0.2,0.1,0.3,3,2,0.6
WBGene00045192,aho-3,58,51,42,43,18,25,19,68,68,28,25,20
WBGene00045195,F53F4.17,,,2,2,4,3,4,1,1,17,13,21
WBGene00045198,K10D11.7,0.2,2,10,,,0.3,,0.4,,,0.1,
WBGene00045207,F13E9.14,0.1,,0.5,3,0.4,0.1,0.7,,0.2,1,2,2
WBGene00045208,F13E9.15,,,0.7,10,14,9,3,0.7,16,60,99,112
WBGene00045209,F13E9.16,,,,,,,,,,,0.3,
WBGene00045210,C54D2.6,,0.2,5,0.8,,,0.5,0.8,0.1,0.5,0.3,0.4
WBGene00045211,C18D11.9,,,,0.1,,,,,0.1,6,2,2
WBGene00045212,Y110A7A.21,0.7,18,8,35,7,9,4,5,3,7,9,6
WBGene00045215,ceh-63,0.6,1,2,0.9,1,0.3,1,1,0.8,0.7,0.5,0.5
WBGene00045237,mrt-1,6,2,3,2,3,7,2,15,11,6,10,6
WBGene00045239,Y49E10.29,0.1,,0.3,,0.2,0.2,3,3,5,,,
WBGene00045242,C05B5.11,2,,,0.1,,,2,0.8,2,,,
WBGene00045245,ttr-34,0.1,2,4,9,0.9,3,58,43,11,3,3,1
WBGene00045246,C29E4.15,9,80,15,0.2,17,32,8,4,2,2,1,2
WBGene00045247,F54H12.8,0.5,1,1,0.5,0.4,2,1,1,0.2,0.9,0.2,0.3
WBGene00045248,ZK180.7,0.4,,7,52,5,1,0.8,0.6,0.6,9,10,8
WBGene00045249,T07A9.15,40,94,33,6,25,36,31,28,35,20,21,22
WBGene00045250,Y73B6BL.47,3,3,26,22,11,3,2,1,0.6,15,13,7
WBGene00045251,F54F7.9,,,,,,0.1,0.3,0.9,0.4,,0.2,0.1
WBGene00045252,Y62H9A.15,7,4,7,7,9,8,8,5,2,19,14,12
WBGene00045253,F46C3.6,0.7,0.7,8,1,15,14,23,12,4,15,8,7
WBGene00045255,nhr-146,2,9,7,31,4,5,3,2,1,3,6,5
WBGene00045261,H29C22.1,,,0.4,0.4,,0.6,3,20,18,1,2,0.9
WBGene00045265,K10C2.8,0.1,,0.6,0.4,0.2,,5,19,5,0.2,1,0.5
WBGene00045268,ttr-42,,,,0.3,0.1,0.4,3,49,35,0.6,0.9,0.3
WBGene00045269,F46G11.6,3,50,28,0.2,2,13,22,1,0.2,11,1,0.4
WBGene00045270,C04E7.5,0.3,,,0.1,,,2,2,0.8,,,
WBGene00045271,F07G6.10,,0.6,0.4,1,,0.4,27,44,8,0.9,0.5,0.2
WBGene00045272,F59C12.4,108,120,44,32,6,11,55,12,31,53,14,28
WBGene00045275,F18E3.12,1,0.8,5,2,10,20,181,17,14,42,50,10
WBGene00045276,F18E3.13,8,4,24,6,72,56,166,30,17,79,30,34
WBGene00045277,ZK742.6,4,7,13,4,4,3,5,2,1,7,7,6
WBGene00045283,K08E4.8,,,0.2,0.3,,,,0.1,,0.5,0.4,0.1
WBGene00045289,fbxa-169,3,3,2,0.5,0.3,0.6,0.6,0.5,0.4,0.3,0.4,0.1
WBGene00045291,F23D12.10,1,1,1,0.9,0.4,0.2,0.5,1,1,0.3,0.6,0.2
WBGene00045292,fbxa-179,0.9,0.3,1,0.7,0.1,0.4,0.6,1,0.6,0.1,0.3,0.2
WBGene00045295,fbxa-222,0.1,,3,9,0.9,,0.1,0.1,,0.1,0.2,0.1
WBGene00045297,fbxc-43,0.1,2,1,0.6,3,4,1,5,2,8,10,8
WBGene00045298,fbxc-12,1,,,0.1,,,,,0.1,,,
WBGene00045302,fbxc-30,3,0.2,0.1,,,,,,0.3,,,
WBGene00045304,Y27F2A.11,0.2,,,,,,,,,,,
WBGene00045305,ZC250.4,1,4,10,19,54,51,50,17,7,80,31,8
WBGene00045306,ZC250.5,,,,,,2,4,4,2,,,
WBGene00045308,C37H5.14,1,0.5,0.7,0.9,0.3,4,4,2,1,0.1,0.1,0.2
WBGene00045331,F14D7.12,,,5,2,5,2,4,0.9,0.3,38,11,20
WBGene00045336,R11D1.12,1,2,18,4,18,10,17,4,4,102,143,67
WBGene00045337,M01B2.12,,,0.1,0.5,0.1,,,,,,0.4,
WBGene00045338,M01B2.13,,,0.3,3,2,0.9,0.4,1,0.3,20,33,15
WBGene00045339,T10H4.13,,,,5,0.2,0.3,0.3,,,,0.3,0.1
WBGene00045340,T10G3.8,0.6,0.8,5,20,4,3,3,1,0.6,9,12,7
WBGene00045355,D1086.17,,,0.6,0.2,,7,47,35,3,0.3,0.4,0.2
WBGene00045356,T03E6.9,0.2,,0.3,2,0.9,0.4,0.1,0.3,,3,0.6,0.2
WBGene00045357,F13A7.14,49,15,11,2,3,7,7,22,22,3,6,5
WBGene00045361,clec-253,,,,0.2,,,0.2,,,,,
WBGene00045362,F11D11.12,3,,0.3,,,,,,0.4,,,
WBGene00045364,clec-250,,,0.4,0.4,,,0.5,0.1,0.1,,,
WBGene00045365,ZC449.7,2,11,2,19,2,5,1,3,2,6,1,1
WBGene00045379,C45B11.6,2,58,8,0.5,2,4,0.5,0.5,0.1,1,0.6,0.5
WBGene00045380,W06G6.15,,,,0.1,,,,,,,,
WBGene00045382,T05E12.8,10,0.3,,0.2,0.6,0.2,0.6,0.6,8,0.9,0.7,0.9
WBGene00045385,lgc-24,,0.1,0.7,,,0.3,0.4,0.2,,0.4,0.4,0.3
WBGene00045386,C02B4.4,3,2,15,16,8,2,4,1,2,33,27,32
WBGene00045387,K09H9.8,2,0.1,12,44,8,28,8,10,2,14,13,13
WBGene00045390,C38C3.10,,,2,10,14,5,7,3,1,27,37,27
WBGene00045392,F26D11.12,0.7,3,5,3,11,15,9,6,3,14,15,14
WBGene00045393,F26D11.13,,,0.4,0.2,,,0.1,0.1,,1,0.5,0.5
WBGene00045394,ZK813.7,,,,0.1,,3,85,296,456,0.1,2,0.7
WBGene00045395,F09F9.5,,,2,2,2,0.3,0.5,0.4,0.1,1,1,1
WBGene00045396,ZC334.12,,,1,1,0.5,0.3,0.5,,0.4,0.7,1,2
WBGene00045397,Y54G2A.52,2,23,37,9,18,12,13,7,3,14,21,13
WBGene00045398,Y71F9AM.8,,,0.2,0.7,,,0.2,0.1,,1704,298,72
WBGene00045399,Y47G6A.33,2,0.9,1,1,3,47,169,131,43,24,13,5
WBGene00045400,C54D10.13,0.8,27,4,2,1,4,4,2,2,10,8,5
WBGene00045401,T26F2.3,0.1,3,3,9,2,1,0.5,0.4,1,4,0.8,1
WBGene00045402,Y75B12B.13,,,,0.2,,,,0.6,0.1,,,
WBGene00045403,K10H10.12,1,16,3,4,2,4,1,1,0.1,6,1,0.9
WBGene00045405,D1086.18,1,0.1,2,3,1,0.5,1,2,0.7,1,1,1
WBGene00045406,D1086.19,23,,1,1,,,0.3,1,2,0.5,0.3,0.2
WBGene00045407,T07D4.5,109,68,28,5,21,21,24,67,29,18,17,15
WBGene00045411,C25F9.11,0.6,2,10,62,31,26,9,1,7,7,5,3
WBGene00045412,C25F9.12,,2,5,17,6,7,2,0.7,1,4,5,3
WBGene00045413,C25F9.13,,,,0.6,,,,,,,,
WBGene00045414,T19H5.7,,,,,,,0.4,2,0.9,,,
WBGene00045415,Y43F8B.15,0.1,,0.4,0.8,1,0.7,0.3,0.6,0.1,2,2,2
WBGene00045416,Y37H2A.14,,,0.5,16,2,21,10,5,5,8,1,1
WBGene00045417,Y37H2A.13,,,,,,0.2,0.7,0.9,2,,,
WBGene00045418,F15B9.10,18,33,45,29,18,28,14,28,28,58,36,24
WBGene00045419,lsy-12,17,23,19,27,12,10,3,11,16,16,13,10
WBGene00045433,F49D11.10,15,23,13,11,15,21,6,18,15,16,18,19
WBGene00045434,Y95D11A.3,40,18,12,8,5,6,4,28,20,12,20,16
WBGene00045455,F26G1.11,0.8,8,10,5,7,11,7,2,0.1,5,4,6
WBGene00045456,C10A4.9,,,0.3,0.1,,9,12,3,0.8,0.5,0.1,0.4
WBGene00045457,F33H12.7,,,0.7,5,2,2,2,2,1,12,3,0.5
WBGene00045458,F17B5.8,,,3,,4,7,8,3,0.4,0.3,0.1,2
WBGene00045459,Y59A8B.26,,,,,,,,,,99,150,143
WBGene00045460,C15C8.8,0.1,0.2,43,1,0.7,0.6,0.5,,,3,0.3,0.2
WBGene00045461,C25F9.14,1,10,87,44,13,14,20,10,3,11,10,10
WBGene00045468,F08A8.8,1,0.8,0.8,1,0.7,2,5,4,2,3,3,3
WBGene00045473,F30A10.14,,,0.7,,,0.4,3,17,7,,,
WBGene00045474,C49G9.2,0.2,0.6,2,1,7,5,5,2,1,12,2,2
WBGene00045475,T07A5.7,0.5,0.1,0.4,0.5,0.2,0.5,0.4,0.7,0.8,2,2,1
WBGene00045480,F14F3.5,0.2,0.1,2,2,2,2,4,0.7,0.5,0.1,0.1,0.2
WBGene00045481,M153.5,2,7,9,0.6,2,0.3,0.4,,,0.3,0.1,
WBGene00045482,T03F6.9,0.2,,0.8,2,2,2,2,1,0.5,0.7,0.6,0.3
WBGene00045483,oxy-5,54,40,48,21,49,86,65,82,48,62,39,42
WBGene00045484,F34D10.9,0.9,0.4,0.7,0.3,0.3,1,4,4,2,0.4,0.5,0.3
WBGene00045486,K05F6.12,10,,0.3,,,,0.1,,1,,,
WBGene00045488,F57B1.9,,,0.5,0.5,2,1,3,4,0.6,0.8,0.6,0.4
WBGene00045490,F14D7.14,,,,,,,,0.2,,,,
WBGene00045493,F55G7.4,,,,,,0.6,0.7,0.5,,,,
WBGene00045494,ZK662.6,,2,1,0.1,2,9,17,1,0.1,5,2,5
WBGene00045495,F11C1.7,14,31,20,19,7,3,3,2,2,14,13,9
WBGene00045497,K03A11.6,0.2,2,9,1,3,0.5,1,0.1,,0.6,0.5,0.3
WBGene00045498,F56F4.8,30,0.5,1,0.1,,,,0.4,2,,,
WBGene00045500,T05E12.9,,1,2,0.4,,,0.3,,,0.6,0.6,0.1
WBGene00045501,Y6G8.8,,,0.2,,,,,,,,0.1,
WBGene00045506,F57G4.10,,,,,,,,,,,,
WBGene00045507,F10A3.17,6,23,17,2,15,35,21,14,5,9,7,11
WBGene00045508,D1081.10,,,,,,0.8,1,0.7,0.1,,,
WBGene00045510,F11A5.17,,,,0.1,,0.1,0.4,,,,,
WBGene00045511,F11A5.18,0.1,1,0.8,0.4,,0.3,0.1,0.6,0.1,,0.1,
WBGene00045513,F14H3.14,,,2,1,0.4,,,,,0.1,0.4,
WBGene00045515,ZK1037.13,0.1,,0.3,0.1,,,,,,,,
WBGene00045517,R11D1.13,0.1,,1,0.6,6,6,5,3,2,9,7,9
WBGene00050875,bah-1,,0.3,1,,46,10,6,0.2,0.1,,,0.1
WBGene00050879,D1081.11,,,,,,0.2,3,2,0.3,,,
WBGene00050880,F32H2.12,,,,0.3,0.1,0.2,0.5,0.4,,,,
WBGene00050881,ZK39.10,,,,,,2,4,3,1,0.2,,
WBGene00050884,Y69H2.15,,,3,5,3,3,2,1,0.5,7,4,2
WBGene00050885,Y94H6A.12,8,8,6,2,7,6,8,8,6,6,2,6
WBGene00050889,T04C12.9,,,5,1,0.8,,0.2,0.2,,2,2,2
WBGene00050891,C08E8.9,,,0.2,0.1,,,0.4,,,0.1,,0.1
WBGene00050892,ttr-57,0.2,,,0.3,,0.3,0.2,0.3,0.1,,,
WBGene00050893,Y94A7B.11,,,,,,0.6,,,,,,
WBGene00050896,ttr-56,,,0.4,0.1,,0.8,2,2,0.1,,,
WBGene00050898,T19B10.12,,,,,,,,,0.4,,,
WBGene00050899,T10C6.15,,3,2,36,2,2,2,0.8,2,7,26,8
WBGene00050904,Y70C5A.3,0.5,,4,5,4,6,4,3,0.7,0.2,0.2,0.1
WBGene00050906,F20E11.17,,,0.6,3,1,,0.2,,2,135,12,12
WBGene00050907,Y51A2B.9,,,,0.1,,0.6,0.9,,,,,
WBGene00050910,Y43F8B.17,2,5,5,4,2,1,0.2,0.2,,2,1,2
WBGene00050911,Y43F8B.18,1,3,4,2,1,0.6,0.6,0.5,0.2,1,0.8,0.9
WBGene00050913,T12B5.14,,,,,,0.6,54,31,7,,0.2,0.6
WBGene00050914,T12B5.15,,,,,,0.1,61,142,65,,0.7,0.1
WBGene00050915,Y6E2A.10,0.5,,0.1,3,0.1,1,7,5,1,0.2,0.5,0.4
WBGene00050916,F55F10.3,0.1,,,0.3,,0.3,2,1,0.3,,,
